96048 silly lifecycle destroy@1.0.4~preinstall: no script for preinstall, continuing
102155 verbose linkBins vali-date@1.0.0
102156 verbose linkMans vali-date@1.0.0
102157 silly build validate-npm-package-license@3.0.1
102158 info linkStuff validate-npm-package-license@3.0.1
102159 silly linkStuff validate-npm-package-license@3.0.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102160 verbose linkBins validate-npm-package-license@3.0.1
102161 verbose linkMans validate-npm-package-license@3.0.1
102162 silly build normalize-package-data@2.3.5
102163 info linkStuff normalize-package-data@2.3.5
102164 silly linkStuff normalize-package-data@2.3.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102165 verbose linkBins normalize-package-data@2.3.5
102166 verbose linkMans normalize-package-data@2.3.5
102167 silly build read-pkg@1.1.0
102168 info linkStuff read-pkg@1.1.0
102169 silly linkStuff read-pkg@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102170 verbose linkBins read-pkg@1.1.0
102171 verbose linkMans read-pkg@1.1.0
102172 silly build read-pkg-up@1.0.1
102173 info linkStuff read-pkg-up@1.0.1
102174 silly linkStuff read-pkg-up@1.0.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102175 verbose linkBins read-pkg-up@1.0.1
102176 verbose linkMans read-pkg-up@1.0.1
102177 silly build meow@3.7.0
102178 info linkStuff meow@3.7.0
102179 silly linkStuff meow@3.7.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102180 verbose linkBins meow@3.7.0
102181 verbose linkMans meow@3.7.0
102182 silly build pretty-bytes@1.0.4
102183 info linkStuff pretty-bytes@1.0.4
102184 silly linkStuff pretty-bytes@1.0.4 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102185 verbose linkBins pretty-bytes@1.0.4
102186 verbose link bins [ { 'pretty-bytes': 'cli.js' },
102186 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102186 verbose link bins   false ]
102187 verbose linkMans pretty-bytes@1.0.4
102188 silly build maxmin@1.1.0
102189 info linkStuff maxmin@1.1.0
102190 silly linkStuff maxmin@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102191 verbose linkBins maxmin@1.1.0
102192 verbose linkMans maxmin@1.1.0
102193 silly build grunt-contrib-uglify@0.8.1
102194 info linkStuff grunt-contrib-uglify@0.8.1
102195 silly linkStuff grunt-contrib-uglify@0.8.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102196 verbose linkBins grunt-contrib-uglify@0.8.1
102197 verbose linkMans grunt-contrib-uglify@0.8.1
102198 silly build grunt-contrib-cssmin@0.12.3
102199 info linkStuff grunt-contrib-cssmin@0.12.3
102200 silly linkStuff grunt-contrib-cssmin@0.12.3 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102201 verbose linkBins grunt-contrib-cssmin@0.12.3
102202 verbose linkMans grunt-contrib-cssmin@0.12.3
102203 silly build lpad-align@1.1.0
102204 info linkStuff lpad-align@1.1.0
102205 silly linkStuff lpad-align@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102206 verbose linkBins lpad-align@1.1.0
102207 verbose link bins [ { 'lpad-align': 'cli.js' },
102207 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102207 verbose link bins   false ]
102208 verbose linkMans lpad-align@1.1.0
102209 silly build squeak@1.3.0
102210 info linkStuff squeak@1.3.0
102211 silly linkStuff squeak@1.3.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102212 verbose linkBins squeak@1.3.0
102213 verbose linkMans squeak@1.3.0
102214 silly build logalot@2.1.0
102215 info linkStuff logalot@2.1.0
102216 silly linkStuff logalot@2.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102217 verbose linkBins logalot@2.1.0
102218 verbose linkMans logalot@2.1.0
102219 silly build dateformat@1.0.12
102220 info linkStuff dateformat@1.0.12
102221 silly linkStuff dateformat@1.0.12 has D:\nodejs-project\2015work\node_modules\gulp-util\node_modules as its parent node_modules
102222 verbose linkBins dateformat@1.0.12
102223 verbose link bins [ { dateformat: 'bin/cli.js' },
102223 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\gulp-util\\node_modules\\.bin',
102223 verbose link bins   false ]
102224 verbose linkMans dateformat@1.0.12
102225 silly build find-versions@1.2.1
102226 info linkStuff find-versions@1.2.1
102227 silly linkStuff find-versions@1.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102228 verbose linkBins find-versions@1.2.1
102229 verbose link bins [ { 'find-versions': 'cli.js' },
102229 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102229 verbose link bins   false ]
102230 verbose linkMans find-versions@1.2.1
102231 silly build bin-version@1.0.4
102232 info linkStuff bin-version@1.0.4
102233 silly linkStuff bin-version@1.0.4 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102234 verbose linkBins bin-version@1.0.4
102235 verbose linkMans bin-version@1.0.4
102236 silly build bin-version-check@2.1.0
102237 info linkStuff bin-version-check@2.1.0
102238 silly linkStuff bin-version-check@2.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102239 verbose linkBins bin-version-check@2.1.0
102240 verbose link bins [ { 'bin-version-check': 'cli.js' },
102240 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102240 verbose link bins   false ]
102241 verbose linkMans bin-version-check@2.1.0
102242 silly build executable@1.1.0
102243 info linkStuff executable@1.1.0
102244 silly linkStuff executable@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102245 verbose linkBins executable@1.1.0
102246 verbose link bins [ { executable: 'cli.js' },
102246 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102246 verbose link bins   false ]
102247 verbose linkMans executable@1.1.0
102248 silly build bin-check@2.0.0
102249 info linkStuff bin-check@2.0.0
102250 silly linkStuff bin-check@2.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102251 verbose linkBins bin-check@2.0.0
102252 verbose linkMans bin-check@2.0.0
102253 silly build verror@1.3.6
102254 info linkStuff verror@1.3.6
102255 silly linkStuff verror@1.3.6 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102256 verbose linkBins verror@1.3.6
102257 verbose linkMans verror@1.3.6
102258 silly build jsprim@1.3.0
102259 info linkStuff jsprim@1.3.0
102260 silly linkStuff jsprim@1.3.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102261 verbose linkBins jsprim@1.3.0
102262 verbose linkMans jsprim@1.3.0
102263 silly build http-signature@1.1.1
102264 info linkStuff http-signature@1.1.1
102265 silly linkStuff http-signature@1.1.1 has D:\nodejs-project\2015work\node_modules\phantomjs\node_modules as its parent node_modules
102266 verbose linkBins http-signature@1.1.1
102267 verbose linkMans http-signature@1.1.1
102268 silly build vinyl@1.2.0
102269 info linkStuff vinyl@1.2.0
102270 silly linkStuff vinyl@1.2.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102271 verbose linkBins vinyl@1.2.0
102272 verbose linkMans vinyl@1.2.0
102273 silly build buffer-to-vinyl@1.1.0
102274 info linkStuff buffer-to-vinyl@1.1.0
102275 silly linkStuff buffer-to-vinyl@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102276 verbose linkBins buffer-to-vinyl@1.1.0
102277 verbose linkMans buffer-to-vinyl@1.1.0
102278 silly build vinyl-assign@1.2.1
102279 info linkStuff vinyl-assign@1.2.1
102280 silly linkStuff vinyl-assign@1.2.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102281 verbose linkBins vinyl-assign@1.2.1
102282 verbose linkMans vinyl-assign@1.2.1
102283 silly build clone@0.2.0
102284 info linkStuff clone@0.2.0
102285 silly linkStuff clone@0.2.0 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102286 verbose linkBins clone@0.2.0
102287 verbose linkMans clone@0.2.0
102288 silly build graceful-fs@3.0.10
102289 info linkStuff graceful-fs@3.0.10
102290 silly linkStuff graceful-fs@3.0.10 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102291 verbose linkBins graceful-fs@3.0.10
102292 verbose linkMans graceful-fs@3.0.10
102293 silly build minimatch@2.0.10
102294 info linkStuff minimatch@2.0.10
102295 silly linkStuff minimatch@2.0.10 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102296 verbose linkBins minimatch@2.0.10
102297 verbose linkMans minimatch@2.0.10
102298 silly build object-assign@2.1.1
102299 info linkStuff object-assign@2.1.1
102300 silly linkStuff object-assign@2.1.1 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102301 verbose linkBins object-assign@2.1.1
102302 verbose linkMans object-assign@2.1.1
102303 silly build ordered-read-streams@0.1.0
102304 info linkStuff ordered-read-streams@0.1.0
102305 silly linkStuff ordered-read-streams@0.1.0 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102306 verbose linkBins ordered-read-streams@0.1.0
102307 verbose linkMans ordered-read-streams@0.1.0
102308 silly build strip-bom@1.0.0
102309 info linkStuff strip-bom@1.0.0
102310 silly linkStuff strip-bom@1.0.0 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102311 verbose linkBins strip-bom@1.0.0
102312 verbose link bins [ { 'strip-bom': 'cli.js' },
102312 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\vinyl-fs\\node_modules\\.bin',
102312 verbose link bins   false ]
102313 verbose linkMans strip-bom@1.0.0
102314 silly build vinyl@0.4.6
102315 info linkStuff vinyl@0.4.6
102316 silly linkStuff vinyl@0.4.6 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102317 verbose linkBins vinyl@0.4.6
102318 verbose linkMans vinyl@0.4.6
102319 silly build nopt@3.0.6
102320 info linkStuff nopt@3.0.6
102321 silly linkStuff nopt@3.0.6 has D:\nodejs-project\2015work\node_modules\weinre\node_modules as its parent node_modules
102322 verbose linkBins nopt@3.0.6
102323 verbose link bins [ { nopt: './bin/nopt.js' },
102323 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\weinre\\node_modules\\.bin',
102323 verbose link bins   false ]
102324 verbose linkMans nopt@3.0.6
102325 silly build weinre@2.0.0-pre-I0Z7U9OV
102326 info linkStuff weinre@2.0.0-pre-I0Z7U9OV
102327 silly linkStuff weinre@2.0.0-pre-I0Z7U9OV has D:\nodejs-project\2015work\node_modules as its parent node_modules
102328 verbose linkBins weinre@2.0.0-pre-I0Z7U9OV
102329 verbose link bins [ { weinre: './weinre' },
102329 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102329 verbose link bins   false ]
102330 verbose linkMans weinre@2.0.0-pre-I0Z7U9OV
102331 silly build browser-sync-ui@0.6.0
102332 info linkStuff browser-sync-ui@0.6.0
102333 silly linkStuff browser-sync-ui@0.6.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102334 verbose linkBins browser-sync-ui@0.6.0
102335 verbose linkMans browser-sync-ui@0.6.0
102336 silly build whet.extend@0.9.9
102337 info linkStuff whet.extend@0.9.9
102338 silly linkStuff whet.extend@0.9.9 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102339 verbose linkBins whet.extend@0.9.9
102340 verbose linkMans whet.extend@0.9.9
102341 silly build svgo@0.6.6
102342 info linkStuff svgo@0.6.6
102343 silly linkStuff svgo@0.6.6 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102344 verbose linkBins svgo@0.6.6
102345 verbose link bins [ { svgo: './bin/svgo' },
102345 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102345 verbose link bins   false ]
102346 verbose linkMans svgo@0.6.6
102347 silly build svgo@0.5.6
102348 info linkStuff svgo@0.5.6
102349 silly linkStuff svgo@0.5.6 has D:\nodejs-project\2015work\node_modules\grunt-svgmin\node_modules as its parent node_modules
102350 verbose linkBins svgo@0.5.6
102351 verbose link bins [ { svgo: './bin/svgo' },
102351 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\grunt-svgmin\\node_modules\\.bin',
102351 verbose link bins   false ]
102352 verbose linkMans svgo@0.5.6
102353 silly build grunt-svgmin@2.0.1
102354 info linkStuff grunt-svgmin@2.0.1
102355 silly linkStuff grunt-svgmin@2.0.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102356 verbose linkBins grunt-svgmin@2.0.1
102357 verbose linkMans grunt-svgmin@2.0.1
102358 silly build which@1.0.9
102359 info linkStuff which@1.0.9
102360 silly linkStuff which@1.0.9 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102361 verbose linkBins which@1.0.9
102362 verbose link bins [ { which: './bin/which' },
102362 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102362 verbose link bins   false ]
102363 verbose linkMans which@1.0.9
102364 silly build grunt-legacy-util@0.2.0
102365 info linkStuff grunt-legacy-util@0.2.0
102366 silly linkStuff grunt-legacy-util@0.2.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102367 verbose linkBins grunt-legacy-util@0.2.0
102368 verbose linkMans grunt-legacy-util@0.2.0
102369 silly build grunt-contrib-sass@0.9.2
102370 info linkStuff grunt-contrib-sass@0.9.2
102371 silly linkStuff grunt-contrib-sass@0.9.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102372 verbose linkBins grunt-contrib-sass@0.9.2
102373 verbose linkMans grunt-contrib-sass@0.9.2
102374 silly build grunt@0.4.5
102375 info linkStuff grunt@0.4.5
102376 silly linkStuff grunt@0.4.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102377 verbose linkBins grunt@0.4.5
102378 verbose linkMans grunt@0.4.5
102379 silly build which-module@1.0.0
102380 info linkStuff which-module@1.0.0
102381 silly linkStuff which-module@1.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102382 verbose linkBins which-module@1.0.0
102383 verbose linkMans which-module@1.0.0
102384 silly build wide-align@1.1.0
102385 info linkStuff wide-align@1.1.0
102386 silly linkStuff wide-align@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102387 verbose linkBins wide-align@1.1.0
102388 verbose linkMans wide-align@1.1.0
102389 silly build gauge@2.6.0
102390 info linkStuff gauge@2.6.0
102391 silly linkStuff gauge@2.6.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102392 verbose linkBins gauge@2.6.0
102393 verbose linkMans gauge@2.6.0
102394 silly build npmlog@3.1.2
102395 info linkStuff npmlog@3.1.2
102396 silly linkStuff npmlog@3.1.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102397 verbose linkBins npmlog@3.1.2
102398 verbose linkMans npmlog@3.1.2
102399 silly build window-size@0.1.4
102400 info linkStuff window-size@0.1.4
102401 silly linkStuff window-size@0.1.4 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102402 verbose linkBins window-size@0.1.4
102403 verbose link bins [ { 'window-size': 'cli.js' },
102403 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102403 verbose link bins   false ]
102404 verbose linkMans window-size@0.1.4
102405 silly build ansi-regex@0.2.1
102406 info linkStuff ansi-regex@0.2.1
102407 silly linkStuff ansi-regex@0.2.1 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102408 verbose linkBins ansi-regex@0.2.1
102409 verbose linkMans ansi-regex@0.2.1
102410 silly build ansi-styles@1.1.0
102411 info linkStuff ansi-styles@1.1.0
102412 silly linkStuff ansi-styles@1.1.0 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102413 verbose linkBins ansi-styles@1.1.0
102414 verbose linkMans ansi-styles@1.1.0
102415 silly build has-ansi@0.1.0
102416 info linkStuff has-ansi@0.1.0
102417 silly linkStuff has-ansi@0.1.0 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102418 verbose linkBins has-ansi@0.1.0
102419 verbose link bins [ { 'has-ansi': 'cli.js' },
102419 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\wiredep\\node_modules\\.bin',
102419 verbose link bins   false ]
102420 verbose linkMans has-ansi@0.1.0
102421 silly build lodash@2.4.2
102422 info linkStuff lodash@2.4.2
102423 silly linkStuff lodash@2.4.2 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102424 verbose linkBins lodash@2.4.2
102425 verbose linkMans lodash@2.4.2
102426 silly build minimatch@2.0.10
102427 info linkStuff minimatch@2.0.10
102428 silly linkStuff minimatch@2.0.10 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102429 verbose linkBins minimatch@2.0.10
102430 verbose linkMans minimatch@2.0.10
102431 silly build strip-ansi@0.3.0
102432 info linkStuff strip-ansi@0.3.0
102433 silly linkStuff strip-ansi@0.3.0 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102434 verbose linkBins strip-ansi@0.3.0
102435 verbose link bins [ { 'strip-ansi': 'cli.js' },
102435 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\wiredep\\node_modules\\.bin',
102435 verbose link bins   false ]
102436 verbose linkMans strip-ansi@0.3.0
102437 silly build supports-color@0.2.0
102438 info linkStuff supports-color@0.2.0
102439 silly linkStuff supports-color@0.2.0 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102440 verbose linkBins supports-color@0.2.0
102441 verbose link bins [ { 'supports-color': 'cli.js' },
102441 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\wiredep\\node_modules\\.bin',
102441 verbose link bins   false ]
102442 verbose linkMans supports-color@0.2.0
102443 silly build chalk@0.5.1
102444 info linkStuff chalk@0.5.1
102445 silly linkStuff chalk@0.5.1 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102446 verbose linkBins chalk@0.5.1
102447 verbose linkMans chalk@0.5.1
102448 silly build wordwrap@0.0.2
102449 info linkStuff wordwrap@0.0.2
102450 silly linkStuff wordwrap@0.0.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102451 verbose linkBins wordwrap@0.0.2
102452 verbose linkMans wordwrap@0.0.2
102453 silly build yargs@3.5.4
102454 info linkStuff yargs@3.5.4
102455 silly linkStuff yargs@3.5.4 has D:\nodejs-project\2015work\node_modules\uglify-js\node_modules as its parent node_modules
102456 verbose linkBins yargs@3.5.4
102457 verbose linkMans yargs@3.5.4
102458 silly build uglify-js@2.4.24
102459 info linkStuff uglify-js@2.4.24
102460 silly linkStuff uglify-js@2.4.24 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102461 verbose linkBins uglify-js@2.4.24
102462 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
102462 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102462 verbose link bins   false ]
102463 verbose linkMans uglify-js@2.4.24
102464 silly build html-minifier@0.7.2
102465 info linkStuff html-minifier@0.7.2
102466 silly linkStuff html-minifier@0.7.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102467 verbose linkBins html-minifier@0.7.2
102468 verbose link bins [ { 'html-minifier': './cli.js' },
102468 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102468 verbose link bins   false ]
102469 verbose linkMans html-minifier@0.7.2
102470 silly build grunt-contrib-htmlmin@0.4.0
102471 info linkStuff grunt-contrib-htmlmin@0.4.0
102472 silly linkStuff grunt-contrib-htmlmin@0.4.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102473 verbose linkBins grunt-contrib-htmlmin@0.4.0
102474 verbose linkMans grunt-contrib-htmlmin@0.4.0
102475 silly build optionator@0.6.0
102476 info linkStuff optionator@0.6.0
102477 silly linkStuff optionator@0.6.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102478 verbose linkBins optionator@0.6.0
102479 verbose linkMans optionator@0.6.0
102480 silly build optimist@0.6.1
102481 info linkStuff optimist@0.6.1
102482 silly linkStuff optimist@0.6.1 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102483 verbose linkBins optimist@0.6.1
102484 verbose linkMans optimist@0.6.1
102485 silly build bower-config@0.5.2
102486 info linkStuff bower-config@0.5.2
102487 silly linkStuff bower-config@0.5.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102488 verbose linkBins bower-config@0.5.2
102489 verbose linkMans bower-config@0.5.2
102490 silly build cliui@2.1.0
102491 info linkStuff cliui@2.1.0
102492 silly linkStuff cliui@2.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102493 verbose linkBins cliui@2.1.0
102494 verbose linkMans cliui@2.1.0
102495 silly build yargs@3.10.0
102496 info linkStuff yargs@3.10.0
102497 silly linkStuff yargs@3.10.0 has D:\nodejs-project\2015work\node_modules\handlebars\node_modules as its parent node_modules
102498 verbose linkBins yargs@3.10.0
102499 verbose linkMans yargs@3.10.0
102500 silly build uglify-js@2.7.3
102501 info linkStuff uglify-js@2.7.3
102502 silly linkStuff uglify-js@2.7.3 has D:\nodejs-project\2015work\node_modules\handlebars\node_modules as its parent node_modules
102503 verbose linkBins uglify-js@2.7.3
102504 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
102504 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\handlebars\\node_modules\\.bin',
102504 verbose link bins   false ]
102505 verbose linkMans uglify-js@2.7.3
102506 silly build handlebars@4.0.5
102507 info linkStuff handlebars@4.0.5
102508 silly linkStuff handlebars@4.0.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102509 verbose linkBins handlebars@4.0.5
102510 verbose link bins [ { handlebars: 'bin/handlebars' },
102510 verbose link bins   'D:\\nodejs-project\\2015work\\node_modules\\.bin',
102510 verbose link bins   false ]
102511 verbose linkMans handlebars@4.0.5
102512 silly build wrap-ansi@2.0.0
102513 info linkStuff wrap-ansi@2.0.0
102514 silly linkStuff wrap-ansi@2.0.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102515 verbose linkBins wrap-ansi@2.0.0
102516 verbose linkMans wrap-ansi@2.0.0
102517 silly build cliui@3.2.0
102518 info linkStuff cliui@3.2.0
102519 silly linkStuff cliui@3.2.0 has D:\nodejs-project\2015work\node_modules\sass-graph\node_modules as its parent node_modules
102520 verbose linkBins cliui@3.2.0
102521 verbose linkMans cliui@3.2.0
102522 silly build cliui@3.2.0
102523 info linkStuff cliui@3.2.0
102524 silly linkStuff cliui@3.2.0 has D:\nodejs-project\2015work\node_modules\localtunnel\node_modules as its parent node_modules
102525 verbose linkBins cliui@3.2.0
102526 verbose linkMans cliui@3.2.0
102527 silly build cliui@3.2.0
102528 info linkStuff cliui@3.2.0
102529 silly linkStuff cliui@3.2.0 has D:\nodejs-project\2015work\node_modules\browser-sync\node_modules as its parent node_modules
102530 verbose linkBins cliui@3.2.0
102531 verbose linkMans cliui@3.2.0
102532 silly build wrap-fn@0.1.5
102533 info linkStuff wrap-fn@0.1.5
102534 silly linkStuff wrap-fn@0.1.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102535 verbose linkBins wrap-fn@0.1.5
102536 verbose linkMans wrap-fn@0.1.5
102537 silly build ware@1.3.0
102538 info linkStuff ware@1.3.0
102539 silly linkStuff ware@1.3.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102540 verbose linkBins ware@1.3.0
102541 verbose linkMans ware@1.3.0
102542 silly build wrappy@1.0.2
102543 info linkStuff wrappy@1.0.2
102544 silly linkStuff wrappy@1.0.2 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102545 verbose linkBins wrappy@1.0.2
102546 verbose linkMans wrappy@1.0.2
102547 silly build once@1.3.3
102548 info linkStuff once@1.3.3
102549 silly linkStuff once@1.3.3 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102550 verbose linkBins once@1.3.3
102551 verbose linkMans once@1.3.3
102552 silly build run-async@0.1.0
102553 info linkStuff run-async@0.1.0
102554 silly linkStuff run-async@0.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102555 verbose linkBins run-async@0.1.0
102556 verbose linkMans run-async@0.1.0
102557 silly build inquirer@0.11.4
102558 info linkStuff inquirer@0.11.4
102559 silly linkStuff inquirer@0.11.4 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102560 verbose linkBins inquirer@0.11.4
102561 verbose linkMans inquirer@0.11.4
102562 silly build end-of-stream@1.1.0
102563 info linkStuff end-of-stream@1.1.0
102564 silly linkStuff end-of-stream@1.1.0 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102565 verbose linkBins end-of-stream@1.1.0
102566 verbose linkMans end-of-stream@1.1.0
102567 silly build end-of-stream@1.0.0
102568 info linkStuff end-of-stream@1.0.0
102569 silly linkStuff end-of-stream@1.0.0 has D:\nodejs-project\2015work\node_modules\duplexify\node_modules as its parent node_modules
102570 verbose linkBins end-of-stream@1.0.0
102571 verbose linkMans end-of-stream@1.0.0
102572 silly build duplexify@3.4.5
102573 info linkStuff duplexify@3.4.5
102574 silly linkStuff duplexify@3.4.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102575 verbose linkBins duplexify@3.4.5
102576 verbose linkMans duplexify@3.4.5
102577 silly build inflight@1.0.5
102578 info linkStuff inflight@1.0.5
102579 silly linkStuff inflight@1.0.5 has D:\nodejs-project\2015work\node_modules as its parent node_modules
102580 verbose linkBins inflight@1.0.5
102581 verbose linkMans inflight@1.0.5
102582 silly build glob@4.5.3
102583 info linkStuff glob@4.5.3
102584 silly linkStuff glob@4.5.3 has D:\nodejs-project\2015work\node_modules\wiredep\node_modules as its parent node_modules
102585 verbose linkBins glob@4.5.3
102586 verbose linkMans glob@4.5.3
102587 silly build glob@4.5.3
102588 info linkStuff glob@4.5.3
102589 silly linkStuff glob@4.5.3 has D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules as its parent node_modules
102590 verbose linkBins glob@4.5.3
102591 verbose linkMans glob@4.5.3
102592 silly build glob@7.0.5
102593 info linkStuff glob@7.0.5
102594 silly linkStuff glob@7.0.5 has D:\nodejs-project\2015work\node_modules\sass-graph\node_modules as its parent node_modules
102595 verbose linkBins glob@7.0.5
102596 verbose linkMans glob@7.0.5
102597 silly build glob@7.0.5
102598 info linkStuff glob@7.0.5
102599 silly linkStuff glob@7.0.5 has D:\nodejs-project\2015work\node_modules\node-sass\node_modules as its parent node_modules
102600 verbose linkBins glob@7.0.5
102601 verbose linkMans glob@7.0.5
102602 silly build globule@1.0.0
102603 info linkStuff globule@1.0.0
102604 silly linkStuff globule@1.0.0 has D:\nodejs-project\2015work\node_modules\node-sass\node_modules as its parent node_modules
102605 verbose linkBins globule@1.0.0
102606 verbose linkMans globule@1.0.0
102607 silly build gaze@1.1.1
102608 info linkStuff gaze@1.1.1
102609 silly linkStuff gaze@1.1.1 has D:\nodejs-project\2015work\node_modules\node-sass\node_modules as its parent node_modules
102610 verbose linkBins gaze@1.1.1
102611 verbose linkMans gaze@1.1.1
102612 silly build glob@7.0.5
102613 info linkStuff glob@7.0.5
102614 silly linkStuff glob@7.0.5 has D:\nodejs-project\2015work\node_modules\node-gyp\node_modules as its parent node_modules
102615 verbose linkBins glob@7.0.5
102616 verbose linkMans glob@7.0.5
102617 silly build glob@7.0.5
102618 info linkStuff glob@7.0.5
102619 silly linkStuff glob@7.0.5 has D:\nodejs-project\2015work\node_modules\grunt-newer\node_modules as its parent node_modules
102620 verbose linkBins glob@7.0.5
102621 verbose linkMans glob@7.0.5
102622 silly build rimraf@2.5.4
102623 info linkStuff rimraf@2.5.4
102624 silly linkStuff rimraf@2.5.4 has D:\nodejs-project\2015work\node_modules\grunt-newer\node_modules as its parent node_modules
102625 verbose linkBins rimraf@2.5.4
